Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Americas League,Regular Season,Week 2,DaveeyS,KRÜ Esports,"harbor, skye, kayo",72,1.11,217.3,1.0,71%,127.8,0.75,0.5,0.06,0.07,23%,18%,2/11,26,54,54,36,4,5
Champions Tour 2023: Americas League,Regular Season,Week 2,keznit,KRÜ Esports,jett,48,0.99,231.5,1.11,58%,155.4,0.83,0.13,0.23,0.25,31%,20%,1/5,27,40,36,6,11,12
Champions Tour 2023: Americas League,Regular Season,Week 2,keznit,KRÜ Esports,raze,24,0.96,231.0,0.95,79%,175.7,0.75,0.33,0.13,0.17,20%,33%,1/3,18,18,19,8,3,4
Champions Tour 2023: Americas League,Regular Season,Week 2,keznit,KRÜ Esports,"jett, raze",72,0.98,231.3,1.05,65%,162.1,0.81,0.19,0.19,0.22,26%,25%,2/8,27,58,55,14,14,16
Champions Tour 2023: Americas League,Regular Season,Week 2,NagZ,KRÜ Esports,killjoy,72,1.07,186.7,0.98,65%,128.5,0.63,0.22,0.08,0.04,15%,10%,1/10,18,45,46,16,6,3
Champions Tour 2023: Americas League,Regular Season,Week 2,Melser,KRÜ Esports,omen,46,1.08,232.0,1.03,70%,146.7,0.8,0.39,0.09,0.11,32%,33%,2/6,20,37,36,18,4,5
Champions Tour 2023: Americas League,Regular Season,Week 2,Melser,KRÜ Esports,viper,26,0.88,153.0,0.76,65%,96.1,0.5,0.23,0.04,0.04,34%,,0/2,13,13,17,6,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Melser,KRÜ Esports,"omen, viper",72,1.01,205.7,0.94,68%,128.4,0.69,0.33,0.07,0.08,33%,25%,2/8,20,50,53,24,5,6
Champions Tour 2023: Americas League,Regular Season,Week 2,RgLMeister,MIBR,harbor,26,0.98,156.0,0.93,73%,100.6,0.54,0.31,0.08,0.15,22%,,0/3,14,14,15,8,2,4
Champions Tour 2023: Americas League,Regular Season,Week 2,RgLMeister,MIBR,omen,46,0.87,146.5,0.8,74%,88.1,0.52,0.5,0.07,0.07,18%,17%,1/6,14,24,30,23,3,3
Champions Tour 2023: Americas League,Regular Season,Week 2,RgLMeister,MIBR,"harbor, omen",72,0.9,149.7,0.84,74%,92.6,0.53,0.43,0.07,0.1,20%,11%,1/9,14,38,45,31,5,7
Champions Tour 2023: Americas League,Regular Season,Week 2,heat,MIBR,jett,48,1.23,255.5,1.39,67%,151.8,0.9,0.08,0.23,0.15,25%,,0/7,23,43,31,4,11,7
Champions Tour 2023: Americas League,Regular Season,Week 2,heat,MIBR,raze,24,1.13,247.0,1.18,79%,166.0,0.83,0.29,0.17,0.13,24%,,,20,20,17,7,4,3
Champions Tour 2023: Americas League,Regular Season,Week 2,heat,MIBR,"jett, raze",72,1.2,252.7,1.31,71%,156.5,0.88,0.15,0.21,0.14,25%,,0/7,23,63,48,11,15,10
Champions Tour 2023: Americas League,Regular Season,Week 2,murizzz,MIBR,kayo,22,0.7,177.0,0.61,73%,114.2,0.5,0.68,0.09,0.14,20%,100%,1/1,11,11,18,15,2,3
Champions Tour 2023: Americas League,Regular Season,Week 2,murizzz,MIBR,viper,50,1.18,239.5,1.26,70%,166.6,0.78,0.44,0.1,0.06,27%,,0/5,24,39,31,22,5,3
Champions Tour 2023: Americas League,Regular Season,Week 2,murizzz,MIBR,"viper, kayo",72,1.02,218.7,1.02,71%,150.6,0.69,0.51,0.1,0.08,25%,17%,1/6,24,50,49,37,7,6
Champions Tour 2023: Americas League,Regular Season,Week 2,frz,MIBR,killjoy,72,0.88,194.7,0.98,74%,131.9,0.67,0.17,0.03,0.07,26%,20%,2/10,17,48,49,12,2,5
Champions Tour 2023: Americas League,Regular Season,Week 2,jzz,MIBR,skye,50,1.24,246.0,1.35,82%,143.8,0.92,0.52,0.14,0.08,28%,50%,1/2,28,46,34,26,7,4
Champions Tour 2023: Americas League,Regular Season,Week 2,jzz,MIBR,sova,22,0.96,206.0,1.2,82%,116.5,0.82,0.23,0.14,0.05,18%,,0/2,18,18,15,5,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,jzz,MIBR,"skye, sova",72,1.14,232.7,1.31,82%,135.4,0.89,0.43,0.14,0.07,25%,25%,1/4,28,64,49,31,10,5
Champions Tour 2023: Americas League,Regular Season,Week 2,Mazino,Leviatán,harbor,42,0.82,191.5,0.76,62%,125.7,0.62,0.38,0.1,0.07,25%,,0/2,15,26,34,16,4,3
Champions Tour 2023: Americas League,Regular Season,Week 2,Mazino,Leviatán,omen,23,0.87,225.0,0.94,65%,150.3,0.7,0.39,0.17,0.09,18%,,0/2,16,16,17,9,4,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Mazino,Leviatán,"harbor, omen",65,0.84,202.7,0.82,63%,134.4,0.65,0.38,0.12,0.08,22%,,0/4,16,42,51,25,8,5
Champions Tour 2023: Americas League,Regular Season,Week 2,Tacolilla,Leviatán,jett,65,0.85,180.7,0.8,65%,120.9,0.62,0.25,0.15,0.22,18%,,0/5,19,40,50,16,10,14
Champions Tour 2023: Americas League,Regular Season,Week 2,kiNgg,Leviatán,kayo,23,0.82,169.0,0.88,78%,106.3,0.65,0.26,0.09,0.13,32%,50%,1/2,15,15,17,6,2,3
Champions Tour 2023: Americas League,Regular Season,Week 2,kiNgg,Leviatán,viper,42,1.26,225.0,1.57,79%,151.9,0.86,0.33,0.17,0.1,23%,,0/5,26,36,23,14,7,4
Champions Tour 2023: Americas League,Regular Season,Week 2,kiNgg,Leviatán,"viper, kayo",65,1.11,206.3,1.28,78%,135.8,0.78,0.31,0.14,0.11,26%,14%,1/7,26,51,40,20,9,7
Champions Tour 2023: Americas League,Regular Season,Week 2,Shyy,Leviatán,killjoy,65,0.98,201.3,0.98,74%,142.0,0.71,0.22,0.05,0.05,17%,,0/5,21,46,47,14,3,3
Champions Tour 2023: Americas League,Regular Season,Week 2,nzr,Leviatán,skye,24,1.12,168.0,1.0,83%,102.3,0.54,0.46,0.04,0.13,22%,,0/4,13,13,13,11,1,3
Champions Tour 2023: Americas League,Regular Season,Week 2,nzr,Leviatán,sova,41,0.97,161.5,0.84,71%,115.4,0.51,0.32,0.05,0.0,26%,10%,1/10,12,21,25,13,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,nzr,Leviatán,"skye, sova",65,1.02,163.7,0.89,75%,110.6,0.52,0.37,0.05,0.05,24%,7%,1/14,13,34,38,24,3,3
Champions Tour 2023: Americas League,Regular Season,Week 2,dephh,Sentinels,harbor,38,0.46,129.0,0.49,66%,100.6,0.45,0.21,0.05,0.18,18%,,0/2,13,17,35,8,2,7
Champions Tour 2023: Americas League,Regular Season,Week 2,TenZ,Sentinels,jett,38,0.48,112.0,0.43,53%,83.9,0.34,0.18,0.08,0.39,16%,25%,1/4,8,13,30,7,3,15
Champions Tour 2023: Americas League,Regular Season,Week 2,pANcada,Sentinels,killjoy,38,0.95,208.0,0.86,61%,140.6,0.63,0.11,0.05,0.05,31%,11%,1/9,13,24,28,4,2,2
Champions Tour 2023: Americas League,Regular Season,Week 2,zekken,Sentinels,skye,23,1.37,275.0,1.38,78%,171.0,0.96,0.26,0.0,0.04,34%,25%,1/4,22,22,16,6,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,zekken,Sentinels,sova,15,0.62,245.0,0.8,67%,163.0,0.8,0.13,0.07,0.07,38%,,0/2,12,12,15,2,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,zekken,Sentinels,"skye, sova",38,1.0,260.0,1.1,74%,167.8,0.89,0.21,0.03,0.05,35%,17%,1/6,22,34,31,8,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Sacy,Sentinels,viper,38,0.68,155.0,0.63,61%,100.7,0.5,0.16,0.05,0.05,31%,,0/6,11,19,30,6,2,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Victor,NRG Esports,jett,23,1.47,282.0,1.38,74%,187.4,0.96,0.26,0.26,0.09,18%,,0/3,22,22,16,6,6,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Victor,NRG Esports,kayo,15,0.96,183.0,0.64,87%,126.7,0.47,1.0,0.13,0.07,12%,,0/2,7,7,11,15,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Victor,NRG Esports,"jett, kayo",38,1.22,232.5,1.07,79%,163.4,0.76,0.55,0.21,0.08,16%,,0/5,22,29,27,21,8,3
Champions Tour 2023: Americas League,Regular Season,Week 2,ardiis,NRG Esports,killjoy,23,1.19,162.0,1.27,83%,128.5,0.61,0.22,0.17,0.0,30%,,0/3,14,14,11,5,4,0
Champions Tour 2023: Americas League,Regular Season,Week 2,ardiis,NRG Esports,sage,15,1.2,224.0,1.44,93%,138.3,0.87,0.53,0.2,0.07,15%,,,13,13,9,8,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,ardiis,NRG Esports,"killjoy, sage",38,1.2,193.0,1.35,87%,132.4,0.71,0.34,0.18,0.03,24%,,0/3,14,27,20,13,7,1
Champions Tour 2023: Americas League,Regular Season,Week 2,FiNESSE,NRG Esports,killjoy,15,1.16,207.0,1.75,80%,118.0,0.93,0.0,0.07,0.2,14%,,,14,14,8,0,1,3
Champions Tour 2023: Americas League,Regular Season,Week 2,FiNESSE,NRG Esports,skye,23,0.97,145.0,1.0,70%,109.9,0.52,0.57,0.04,0.09,25%,50%,1/2,12,12,12,13,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,FiNESSE,NRG Esports,"skye, killjoy",38,1.07,176.0,1.3,74%,113.1,0.68,0.34,0.05,0.13,20%,50%,1/2,14,26,20,13,2,5
Champions Tour 2023: Americas League,Regular Season,Week 2,s0m,NRG Esports,omen,23,1.2,239.0,1.62,87%,147.5,0.91,0.57,0.17,0.04,28%,,,21,21,13,13,4,1
Champions Tour 2023: Americas League,Regular Season,Week 2,s0m,NRG Esports,viper,15,1.96,294.0,3.17,93%,182.8,1.27,0.4,0.2,0.0,37%,100%,2/2,19,19,6,6,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,s0m,NRG Esports,"omen, viper",38,1.58,266.5,2.11,89%,161.4,1.05,0.5,0.18,0.03,32%,100%,2/2,21,40,19,19,7,1
Champions Tour 2023: Americas League,Regular Season,Week 2,crashies,NRG Esports,sova,15,1.64,328.0,2.38,87%,190.7,1.27,0.4,0.07,0.0,16%,,,19,19,8,6,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,crashies,NRG Esports,viper,23,1.0,151.0,1.0,74%,113.6,0.57,0.13,0.13,0.0,22%,,0/1,13,13,13,3,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,crashies,NRG Esports,"viper, sova",38,1.32,239.5,1.52,79%,144.0,0.84,0.24,0.11,0.0,18%,,0/1,19,32,21,9,4,0
Champions Tour 2023: Americas League,Regular Season,Week 3,RgLMeister,MIBR,astra,30,1.23,232.0,1.2,80%,146.3,0.8,0.37,0.1,0.07,32%,33%,1/3,24,24,20,11,3,2
Champions Tour 2023: Americas League,Regular Season,Week 3,RgLMeister,MIBR,harbor,53,1.04,198.5,1.06,75%,130.2,0.7,0.43,0.02,0.0,24%,8%,1/12,19,37,35,23,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,RgLMeister,MIBR,"harbor, astra",83,1.1,209.7,1.11,77%,136.1,0.73,0.41,0.05,0.02,27%,13%,2/15,24,61,55,34,4,2
Champions Tour 2023: Americas League,Regular Season,Week 3,heat,MIBR,jett,53,1.04,209.0,1.06,62%,134.5,0.72,0.11,0.23,0.28,26%,50%,1/2,19,38,36,6,12,15
Champions Tour 2023: Americas League,Regular Season,Week 3,heat,MIBR,raze,30,0.91,198.0,0.96,63%,136.6,0.73,0.17,0.07,0.2,25%,,,22,22,23,5,2,6
Champions Tour 2023: Americas League,Regular Season,Week 3,heat,MIBR,"jett, raze",83,1.0,205.3,1.02,63%,135.3,0.72,0.13,0.17,0.25,26%,50%,1/2,22,60,59,11,14,21
Champions Tour 2023: Americas League,Regular Season,Week 3,frz,MIBR,killjoy,83,1.03,200.7,1.05,78%,143.4,0.71,0.23,0.08,0.05,33%,9%,1/11,27,59,56,19,7,4
Champions Tour 2023: Americas League,Regular Season,Week 3,jzz,MIBR,skye,60,1.14,218.5,1.1,77%,136.1,0.75,0.47,0.07,0.12,30%,,0/5,30,45,41,28,4,7
Champions Tour 2023: Americas League,Regular Season,Week 3,jzz,MIBR,sova,23,1.16,210.0,1.43,78%,129.8,0.87,0.09,0.13,0.0,38%,,0/3,20,20,14,2,3,0
Champions Tour 2023: Americas League,Regular Season,Week 3,jzz,MIBR,"skye, sova",83,1.15,215.7,1.18,77%,134.4,0.78,0.36,0.08,0.08,32%,,0/8,30,65,55,30,7,7
Champions Tour 2023: Americas League,Regular Season,Week 3,murizzz,MIBR,viper,83,1.15,221.0,1.22,75%,152.2,0.81,0.2,0.07,0.13,31%,20%,1/5,24,67,55,17,6,11
Champions Tour 2023: Americas League,Regular Season,Week 3,Boostio,Evil Geniuses,astra,24,1.07,203.0,1.06,63%,127.7,0.75,0.42,0.08,0.17,39%,,0/1,18,18,17,10,2,4
Champions Tour 2023: Americas League,Regular Season,Week 3,Boostio,Evil Geniuses,killjoy,44,1.15,231.0,1.2,73%,158.9,0.82,0.2,0.09,0.09,21%,50%,1/2,22,36,30,9,4,4
Champions Tour 2023: Americas League,Regular Season,Week 3,Boostio,Evil Geniuses,"killjoy, astra",68,1.12,221.7,1.15,69%,147.9,0.79,0.28,0.09,0.12,25%,33%,1/3,22,54,47,19,6,8
Champions Tour 2023: Americas League,Regular Season,Week 3,Ethan,Evil Geniuses,breach,20,1.16,177.0,0.92,95%,119.5,0.55,0.5,0.2,0.05,16%,,,11,11,12,10,4,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Ethan,Evil Geniuses,kayo,24,0.91,146.0,0.63,75%,110.8,0.42,0.67,0.04,0.13,21%,,0/1,10,10,16,16,1,3
Champions Tour 2023: Americas League,Regular Season,Week 3,Ethan,Evil Geniuses,skye,24,1.15,203.0,1.07,67%,135.3,0.67,0.5,0.08,0.08,20%,33%,1/3,16,16,15,12,2,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Ethan,Evil Geniuses,"skye, breach, kayo",68,1.07,175.3,0.86,78%,122.0,0.54,0.56,0.1,0.09,20%,25%,1/4,16,37,43,38,7,6
Champions Tour 2023: Americas League,Regular Season,Week 3,Demon1,Evil Geniuses,brimstone,20,1.37,209.0,2.13,95%,131.8,0.85,0.4,0.1,0.0,23%,,0/3,17,17,8,8,2,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Demon1,Evil Geniuses,jett,24,1.26,257.0,1.29,67%,161.3,0.92,0.08,0.25,0.08,27%,,0/1,22,22,17,2,6,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Demon1,Evil Geniuses,killjoy,24,0.84,168.0,0.72,75%,119.6,0.54,0.21,0.04,0.08,22%,,0/2,13,13,18,5,1,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Demon1,Evil Geniuses,"killjoy, brimstone, jett",68,1.15,211.3,1.21,78%,137.9,0.76,0.22,0.13,0.06,24%,,0/6,22,52,43,15,9,4
Champions Tour 2023: Americas League,Regular Season,Week 3,jawgemo,Evil Geniuses,harbor,24,1.09,240.0,1.22,79%,145.5,0.92,0.5,0.08,0.13,22%,,0/1,22,22,18,12,2,3
Champions Tour 2023: Americas League,Regular Season,Week 3,jawgemo,Evil Geniuses,omen,24,0.74,133.0,0.59,71%,92.0,0.42,0.38,0.04,0.17,22%,,,10,10,17,9,1,4
Champions Tour 2023: Americas League,Regular Season,Week 3,jawgemo,Evil Geniuses,raze,20,1.2,245.0,1.38,85%,152.5,0.9,0.4,0.1,0.15,9%,100%,1/1,18,18,13,8,2,3
Champions Tour 2023: Americas League,Regular Season,Week 3,jawgemo,Evil Geniuses,"harbor, omen, raze",68,1.01,206.0,1.04,78%,128.7,0.74,0.43,0.07,0.15,17%,50%,1/2,22,50,48,29,5,10
Champions Tour 2023: Americas League,Regular Season,Week 3,C0M,Evil Geniuses,sova,44,1.26,252.5,1.54,84%,150.6,0.91,0.32,0.11,0.05,22%,,0/13,22,40,26,14,5,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Mazino,Leviatán,astra,26,1.06,225.0,1.17,88%,156.5,0.81,0.42,0.0,0.08,30%,,0/3,21,21,18,11,0,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Mazino,Leviatán,harbor,17,1.59,314.0,2.2,76%,183.4,1.29,0.29,0.35,0.06,29%,,,22,22,10,5,6,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Mazino,Leviatán,omen,24,0.94,181.0,0.95,75%,94.9,0.75,0.38,0.21,0.08,22%,,0/2,18,18,19,9,5,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Mazino,Leviatán,"harbor, astra, omen",67,1.2,240.0,1.3,81%,141.3,0.91,0.37,0.16,0.07,28%,,0/5,22,61,47,25,11,5
Champions Tour 2023: Americas League,Regular Season,Week 3,Tacolilla,Leviatán,jett,67,0.99,215.0,0.96,61%,129.4,0.72,0.18,0.24,0.15,21%,25%,1/4,18,48,50,12,16,10
Champions Tour 2023: Americas League,Regular Season,Week 3,kiNgg,Leviatán,kayo,24,1.1,185.0,0.87,88%,122.3,0.54,0.79,0.0,0.08,27%,,0/1,13,13,15,19,0,2
Champions Tour 2023: Americas League,Regular Season,Week 3,kiNgg,Leviatán,viper,43,1.24,211.0,1.2,77%,139.3,0.7,0.53,0.07,0.05,25%,40%,2/5,21,30,25,23,3,2
Champions Tour 2023: Americas League,Regular Season,Week 3,kiNgg,Leviatán,"viper, kayo",67,1.19,202.3,1.08,81%,133.2,0.64,0.63,0.04,0.06,26%,33%,2/6,21,43,40,42,3,4
Champions Tour 2023: Americas League,Regular Season,Week 3,Shyy,Leviatán,killjoy,41,1.07,183.0,1.04,63%,130.9,0.66,0.07,0.05,0.1,25%,,0/4,15,27,26,3,2,4
Champions Tour 2023: Americas League,Regular Season,Week 3,Shyy,Leviatán,skye,26,1.02,165.0,0.94,77%,97.3,0.58,0.46,0.08,0.08,19%,,0/1,15,15,16,12,2,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Shyy,Leviatán,"skye, killjoy",67,1.05,177.0,1.0,69%,117.9,0.63,0.22,0.06,0.09,23%,,0/5,15,42,42,15,4,6
Champions Tour 2023: Americas League,Regular Season,Week 3,nzr,Leviatán,raze,26,0.9,185.0,0.94,81%,134.1,0.58,0.19,0.08,0.19,19%,,0/1,15,15,16,5,2,5
Champions Tour 2023: Americas League,Regular Season,Week 3,nzr,Leviatán,skye,17,1.01,134.0,0.6,88%,89.2,0.35,0.71,0.0,0.0,14%,,0/2,6,6,10,12,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,nzr,Leviatán,sova,24,1.2,238.0,1.5,79%,171.5,0.88,0.33,0.04,0.0,25%,33%,2/6,21,21,14,8,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,nzr,Leviatán,"skye, raze, sova",67,1.04,185.7,1.05,82%,136.1,0.63,0.37,0.04,0.07,20%,22%,2/9,21,42,40,25,3,5
Champions Tour 2023: Americas League,Regular Season,Week 3,tuyz,LOUD,astra,22,0.98,169.0,0.93,95%,112.1,0.64,0.5,0.05,0.09,25%,,0/3,14,14,15,11,1,2
Champions Tour 2023: Americas League,Regular Season,Week 3,tuyz,LOUD,harbor,17,1.39,221.0,2.14,82%,136.9,0.88,0.12,0.06,0.0,43%,100%,1/1,15,15,7,2,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,tuyz,LOUD,"harbor, astra",39,1.18,195.0,1.32,90%,122.9,0.74,0.33,0.05,0.05,33%,25%,1/4,15,29,22,13,2,2
Champions Tour 2023: Americas League,Regular Season,Week 3,aspas,LOUD,jett,39,1.6,344.5,2.29,95%,201.4,1.23,0.15,0.28,0.0,24%,29%,2/7,26,48,21,6,11,0
Champions Tour 2023: Americas League,Regular Season,Week 3,saadhak,LOUD,killjoy,17,0.88,124.0,0.67,71%,93.5,0.35,0.24,0.06,0.12,11%,100%,1/1,6,6,9,4,1,2
Champions Tour 2023: Americas League,Regular Season,Week 3,saadhak,LOUD,raze,22,0.65,156.0,0.61,68%,96.4,0.5,0.18,0.05,0.23,22%,,0/1,11,11,18,4,1,5
Champions Tour 2023: Americas League,Regular Season,Week 3,saadhak,LOUD,"killjoy, raze",39,0.76,140.0,0.63,69%,95.1,0.44,0.21,0.05,0.18,16%,50%,1/2,11,17,27,8,2,7
Champions Tour 2023: Americas League,Regular Season,Week 3,cauanzin,LOUD,skye,22,1.52,250.0,1.91,82%,163.9,0.95,0.45,0.09,0.05,28%,67%,2/3,21,21,11,10,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,cauanzin,LOUD,sova,17,0.75,135.0,0.83,94%,75.5,0.59,0.29,0.06,0.06,33%,,0/1,10,10,12,5,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,cauanzin,LOUD,"skye, sova",39,1.14,192.5,1.35,87%,125.3,0.79,0.38,0.08,0.05,29%,50%,2/4,21,31,23,15,3,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Less,LOUD,viper,39,1.05,212.5,1.25,79%,138.0,0.77,0.33,0.18,0.08,26%,,0/1,19,30,24,13,7,3
Champions Tour 2023: Americas League,Regular Season,Week 3,s0m,NRG Esports,astra,30,0.97,182.0,1.05,83%,110.1,0.73,0.33,0.0,0.0,18%,25%,1/4,22,22,21,10,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,s0m,NRG Esports,harbor,30,0.97,193.0,1.0,77%,114.2,0.73,0.33,0.13,0.1,19%,67%,2/3,22,22,22,10,4,3
Champions Tour 2023: Americas League,Regular Season,Week 3,s0m,NRG Esports,viper,23,1.14,232.0,1.27,78%,139.0,0.83,0.22,0.04,0.04,27%,50%,2/4,19,19,15,5,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,s0m,NRG Esports,"harbor, astra, viper",83,1.03,202.3,1.09,80%,119.6,0.76,0.3,0.06,0.05,21%,45%,5/11,22,63,58,25,5,4
Champions Tour 2023: Americas League,Regular Season,Week 3,FiNESSE,NRG Esports,breach,30,0.64,142.0,0.52,73%,97.5,0.4,0.37,0.1,0.03,16%,,0/1,12,12,23,11,3,1
Champions Tour 2023: Americas League,Regular Season,Week 3,FiNESSE,NRG Esports,killjoy,23,0.66,186.0,0.65,61%,128.5,0.57,0.13,0.13,0.17,10%,50%,1/2,13,13,20,3,3,4
Champions Tour 2023: Americas League,Regular Season,Week 3,FiNESSE,NRG Esports,skye,30,0.79,159.0,0.5,73%,115.4,0.43,0.53,0.03,0.03,16%,,0/4,13,13,26,16,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,FiNESSE,NRG Esports,"skye, killjoy, breach",83,0.7,162.3,0.55,70%,112.6,0.46,0.36,0.08,0.07,14%,14%,1/7,13,38,69,30,7,6
Champions Tour 2023: Americas League,Regular Season,Week 3,Victor,NRG Esports,kayo,23,0.91,192.0,0.84,78%,107.5,0.7,0.7,0.04,0.22,26%,25%,1/4,16,16,19,16,1,5
Champions Tour 2023: Americas League,Regular Season,Week 3,Victor,NRG Esports,raze,30,1.14,309.0,1.25,83%,193.7,1.0,0.27,0.4,0.2,15%,25%,1/4,30,30,24,8,12,6
Champions Tour 2023: Americas League,Regular Season,Week 3,Victor,NRG Esports,viper,30,1.09,176.0,0.89,77%,112.7,0.57,0.57,0.07,0.13,17%,75%,3/4,17,17,19,17,2,4
Champions Tour 2023: Americas League,Regular Season,Week 3,Victor,NRG Esports,"raze, viper, kayo",83,1.05,225.7,1.02,80%,140.5,0.76,0.49,0.18,0.18,17%,42%,5/12,30,63,62,41,15,15
Champions Tour 2023: Americas League,Regular Season,Week 3,crashies,NRG Esports,killjoy,30,1.1,233.0,1.09,73%,152.4,0.8,0.13,0.1,0.07,20%,25%,2/8,24,24,22,4,3,2
Champions Tour 2023: Americas League,Regular Season,Week 3,crashies,NRG Esports,skye,30,1.04,222.0,1.09,80%,132.8,0.8,0.47,0.07,0.03,34%,50%,3/6,24,24,22,14,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,crashies,NRG Esports,sova,23,0.82,162.0,0.71,57%,115.4,0.52,0.35,0.04,0.04,16%,,0/3,12,12,17,8,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,crashies,NRG Esports,"skye, killjoy, sova",83,0.99,205.7,0.98,71%,135.1,0.72,0.31,0.07,0.05,24%,29%,5/17,24,60,61,26,6,4
Champions Tour 2023: Americas League,Regular Season,Week 3,ardiis,NRG Esports,killjoy,30,0.77,192.0,0.86,63%,124.8,0.63,0.13,0.1,0.07,22%,,0/6,19,19,22,4,3,2
Champions Tour 2023: Americas League,Regular Season,Week 3,ardiis,NRG Esports,raze,30,1.03,236.0,0.96,67%,155.2,0.77,0.17,0.23,0.1,13%,,0/2,23,23,24,5,7,3
Champions Tour 2023: Americas League,Regular Season,Week 3,ardiis,NRG Esports,sage,23,0.83,174.0,0.88,70%,114.1,0.61,0.22,0.09,0.17,26%,,0/3,14,14,16,5,2,4
Champions Tour 2023: Americas League,Regular Season,Week 3,ardiis,NRG Esports,"killjoy, raze, sage",83,0.88,200.7,0.9,66%,132.8,0.67,0.17,0.14,0.11,19%,,0/11,23,56,62,14,12,9
Champions Tour 2023: Americas League,Regular Season,Week 3,pANcada,Sentinels,astra,43,0.94,164.5,0.96,74%,110.4,0.58,0.37,0.05,0.12,28%,,0/7,17,25,26,16,2,5
Champions Tour 2023: Americas League,Regular Season,Week 3,pANcada,Sentinels,killjoy,24,1.01,207.0,1.06,88%,133.0,0.75,0.25,0.08,0.04,18%,33%,1/3,18,18,17,6,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,pANcada,Sentinels,"killjoy, astra",67,0.96,178.7,1.0,79%,118.5,0.64,0.33,0.06,0.09,23%,10%,1/10,18,43,43,22,4,6
Champions Tour 2023: Americas League,Regular Season,Week 3,TenZ,Sentinels,jett,41,0.58,124.0,0.55,56%,88.9,0.41,0.22,0.1,0.24,26%,,0/5,9,17,31,9,4,10
Champions Tour 2023: Americas League,Regular Season,Week 3,TenZ,Sentinels,sage,26,1.01,199.0,1.0,65%,135.7,0.69,0.19,0.04,0.12,28%,,0/2,18,18,18,5,1,3
Champions Tour 2023: Americas League,Regular Season,Week 3,TenZ,Sentinels,"jett, sage",67,0.72,149.0,0.71,60%,107.0,0.52,0.21,0.07,0.19,27%,,0/7,18,35,49,14,5,13
Champions Tour 2023: Americas League,Regular Season,Week 3,dephh,Sentinels,kayo,41,0.99,214.5,0.93,73%,130.2,0.68,0.49,0.1,0.02,27%,,0/4,16,28,30,20,4,1
Champions Tour 2023: Americas League,Regular Season,Week 3,dephh,Sentinels,skye,26,0.88,178.0,0.84,73%,123.8,0.62,0.31,0.04,0.08,20%,50%,1/2,16,16,19,8,1,2
Champions Tour 2023: Americas League,Regular Season,Week 3,dephh,Sentinels,"skye, kayo",67,0.95,202.3,0.9,73%,127.7,0.66,0.42,0.07,0.04,24%,17%,1/6,16,44,49,28,5,3
Champions Tour 2023: Americas League,Regular Season,Week 3,Sacy,Sentinels,omen,24,1.07,216.0,1.13,67%,126.5,0.75,0.38,0.13,0.08,33%,,0/2,18,18,16,9,3,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Sacy,Sentinels,viper,43,0.62,130.0,0.55,58%,88.8,0.42,0.21,0.09,0.16,28%,,0/4,11,18,33,9,4,7
